frame.number,time.delta.prevPkt,ping.missed,kalive.Violated,Direction,tcp.stream,mqtt.len,mqtt.hdrflags,mqtt.msgtype,mqtt.hdr_reserved,mqtt.dupflag,mqtt.qos,mqtt.retain,mqtt.conack.flags.reserved,mqtt.conack.flags,mqtt.conack.flags.sp,mqtt.msgid,mqtt.topic_len,mqtt.topic,mqtt.topic.null,mqtt.topic.invalidUTF,mqtt.topic.empty,mqtt.topic.wildcard,mqtt.willtopic_len,mqtt.willtopic.null,mqtt.willtopic.empty,mqtt.willtopic.wildcard,mqtt.willmsg_len,mqtt.msg.empty,mqtt.proto_len,mqtt.protoname,mqtt.clientid_len,mqtt.clientid,mqtt.ver,mqtt.conflags,mqtt.conflag.retain,mqtt.conflag.qos,mqtt.conflag.willflag,mqtt.conflag.cleansess,mqtt.conflag.reserved,mqtt.kalive,mqtt.subscription_options,mqtt.subscription_options_qos,mqtt.subscription_options_nl,mqtt.subscription_options_rap,mqtt.subscription_options_retain,mqtt.subscription_options_reserved,mqtt.connack.reason_code,mqtt.puback.reason_code,mqtt.suback.reason_code,mqtt.unsuback.reason_code,mqtt.disconnect.reason_code,Target,TAG,Des
2310,1.526887,0,0,0,8,98,49,3,,FALSE,0,TRUE,,,,,38,hospital/status/battery/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2384,0.479607,0,0,0,8,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_16,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
2387,0.003237,0,0,1,8,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
3264,7.789274,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3265,0.002663,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3410,1.174254,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3411,0.002895,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3560,1.132989,0,0,0,8,43,162,10,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3561,0.003617,0,0,1,8,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3729,1.345823,0,0,0,8,46,130,8,2,,,,,,,65526,38,hospital/status/battery/sensor_rand_21,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
3730,0.003321,0,0,1,8,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
3887,1.000674,0,0,0,8,98,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3941,0.429034,0,0,0,8,98,48,3,,FALSE,0,FALSE,,,,,38,hospital/status/battery/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
4072,0.901223,0,0,0,8,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
166,0,0,0,0,9,163,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_12,5,236,TRUE,1,TRUE,FALSE,FALSE,30,,,,,,,,,,,,0,,
239,0.018235,0,0,1,9,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
299,0.010468,0,0,0,9,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_12,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
373,0.018443,0,0,1,9,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
613,1.318698,0,0,0,9,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
615,0.003946,0,0,1,9,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
617,0.005128,0,0,0,9,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
618,0.002969,0,0,1,9,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1571,6.754538,0,0,1,9,76,50,3,,FALSE,1,FALSE,,,,1,32,hospital/vital/hr/sensor_rand_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1574,0.008116,0,0,0,9,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1644,0.37594,0,0,0,9,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1645,0.002813,0,0,1,9,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1647,0.004844,0,0,0,9,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1649,0.002743,0,0,1,9,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1676,0.289929,0,0,0,9,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_16,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
1677,0.003845,0,0,1,9,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
2791,7.919402,0,0,0,9,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
2792,0.003703,0,0,1,9,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
2902,1.448698,0,0,0,9,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2903,0.003103,0,0,1,9,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2905,0.00484,0,0,0,9,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2907,0.007888,0,0,1,9,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3016,0.735699,0,0,0,9,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
3017,0.003164,0,0,1,9,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
3132,1.100557,0,0,0,9,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
174,0,0,0,0,10,131,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_50,5,46,TRUE,1,TRUE,TRUE,FALSE,30,,,,,,,,,,,,0,,
262,0.018542,0,0,1,10,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
333,0.015418,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
385,0.014728,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
550,0.880467,0,0,0,10,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
551,0.004318,0,0,1,10,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
648,0.659935,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
649,0.003752,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
866,1.503737,0,0,0,10,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_53,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
873,0.004951,0,0,1,10,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1131,1.720592,0,0,1,10,75,48,3,,FALSE,0,FALSE,,,,,32,hospital/vital/hr/sensor_rand_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1143,0.062402,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1144,0.002576,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1337,1.358891,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1339,0.002917,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1457,1.015795,0,0,0,10,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1459,0.003693,0,0,1,10,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
1560,0.688792,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1562,0.010494,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1673,0.773709,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1674,0.002929,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1858,1.121841,0,0,0,10,78,50,3,,FALSE,1,FALSE,,,,1,32,hospital/vital/hr/sensor_rand_59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1859,0.00231,0,0,1,10,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
1945,0.435015,0,0,0,10,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1946,0.001996,0,0,1,10,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
2063,0.578876,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2065,0.004336,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2167,0.992116,0,0,0,10,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_62,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
2168,0.003949,0,0,1,10,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
2168,0,0,0,1,10,77,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2172,0.008586,0,0,0,10,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2303,0.995601,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2304,0.005706,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2495,1.760342,0,0,0,10,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2502,0.009409,0,0,1,10,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
2685,1.474591,0,0,0,10,78,51,3,,FALSE,1,TRUE,,,,1,32,hospital/vital/hr/sensor_rand_65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2686,0.002941,0,0,1,10,4,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,0,,
2788,0.56898,0,0,0,10,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_66,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
2789,0.003851,0,0,1,10,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
199,0,0,0,0,11,163,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_17,5,204,FALSE,1,TRUE,FALSE,FALSE,14,,,,,,,,,,,,0,,
233,0.011874,0,0,1,11,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
285,0.01079,0,0,0,11,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
377,0.019449,0,0,1,11,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
542,0.825707,0,0,0,11,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_18,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
543,0.003165,0,0,1,11,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
689,0.959005,0,0,0,11,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
690,0.003133,0,0,1,11,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
788,0.895244,0,0,0,11,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
789,0.003411,0,0,1,11,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
791,0.004886,0,0,0,11,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
792,0.002845,0,0,1,11,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
907,0.51715,0,0,0,11,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_21,,,,,,,,,,,,,,,,,,,,,,,2,2,FALSE,FALSE,0,0,,,,,,0,,
909,0.003896,0,0,1,11,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,
1042,0.936166,0,0,0,11,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1043,0.002658,0,0,1,11,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1101,0.481267,0,0,1,11,77,50,3,,FALSE,1,FALSE,,,,1,32,hospital/vital/hr/sensor_rand_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1107,0.005245,0,0,0,11,2,64,4,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1205,0.51127,0,0,0,11,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
1206,0.004225,0,0,1,11,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
1207,0.000216,0,0,1,11,77,51,3,,FALSE,1,TRUE,,,,2,32,hospital/vital/hr/sensor_rand_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1210,0.006961,0,0,0,11,2,64,4,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1357,1.160061,0,0,0,11,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_24,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
1358,0.004084,0,0,1,11,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
1554,1.526722,0,0,0,11,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1555,0.003005,0,0,1,11,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1721,1.126221,0,0,0,11,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1722,0.003127,0,0,1,11,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1724,0.005171,0,0,0,11,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1726,0.003247,0,0,1,11,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1889,0.957521,0,0,0,11,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
197,0,0,0,0,12,163,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_29,5,236,TRUE,1,TRUE,FALSE,FALSE,8,,,,,,,,,,,,0,,
256,0.013257,0,0,1,12,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
349,0.019897,0,0,0,12,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
392,0.012271,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
423,0.008903,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
427,0.003403,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
450,0.362577,0,0,0,12,123,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
459,0.027695,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
468,0.006055,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
470,0.002767,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
569,0.631064,0,0,0,12,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
571,0.003655,0,0,1,12,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
831,1.801747,0,0,0,12,123,53,3,,FALSE,2,TRUE,,,,1,32,hospital/event/bp/sensor_rand_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
833,0.00355,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
835,0.005051,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
836,0.003525,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
895,0.3332,0,0,0,12,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_33,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
899,0.003851,0,0,1,12,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
1007,0.737104,0,0,0,12,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1008,0.003002,0,0,1,12,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1292,1.914141,0,0,0,12,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1294,0.002956,0,0,1,12,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
1422,1.279672,0,0,0,12,123,53,3,,FALSE,2,TRUE,,,,1,32,hospital/event/bp/sensor_rand_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1433,0.005068,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1443,0.005651,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1445,0.002583,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1525,0.602219,0,0,0,12,123,53,3,,FALSE,2,TRUE,,,,1,32,hospital/event/bp/sensor_rand_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1533,0.005918,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1540,0.008507,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1543,0.003404,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2527,6.909222,0,0,0,12,40,130,8,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_39,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,FALSE,0,0,,,,,,0,,
2528,0.003131,0,0,1,12,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,
2695,1.671532,0,0,0,12,124,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2700,0.004497,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2706,0.004304,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2710,0.002337,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3563,7.361491,0,0,0,12,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3575,0.030006,0,0,1,12,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
3850,1.741534,0,0,0,12,124,52,3,,FALSE,2,FALSE,,,,1,32,hospital/event/bp/sensor_rand_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3851,0.002627,0,0,1,12,4,80,5,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3855,0.004678,0,0,0,12,2,98,6,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3859,0.003115,0,0,1,12,4,112,7,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3938,0.725767,0,0,0,12,37,162,10,2,,,,,,,65526,32,hospital/vital/hr/sensor_rand_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
3939,0.003009,0,0,1,12,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
4165,1.441681,0,0,0,12,0,224,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
188,0,0,0,0,13,131,16,1,0,,,,,,,,,,,,,,26,,,,38,,4,MQTT,15,MIX_FULL_MIX_37,5,46,TRUE,1,TRUE,TRUE,FALSE,9,,,,,,,,,,,,0,,
230,0.0123,0,0,1,13,19,32,2,0,,,,FALSE,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,
290,0.010998,0,0,0,13,40,130,8,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_37,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,FALSE,0,0,,,,,,0,,
374,0.019285,0,0,1,13,4,144,9,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,
575,1.067358,0,0,0,13,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
576,0.003786,0,0,1,13,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
730,1.030913,0,0,0,13,37,162,10,2,,,,,,,65526,32,hospital/event/bp/sensor_rand_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
731,0.002393,0,0,1,13,4,176,11,0,,,,,,,65526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0,,
